PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Chaverdi, A. Askari; Callieri, P.; Tabasso, M. Laurenzi; Lazzarini, L.								THE ARCHAEOLOGICAL SITE OF PERSEPOLIS (IRAN): STUDY OF THE FINISHING TECHNIQUE OF THE BAS-RELIEFS AND ARCHITECTURAL SURFACES								ARCHAEOMETRY				58	1			17	34		10.1111/arcm.12153			FEB 2016	2016										4							WOS:000372924900002		
J	Tsantini, E.; Martinez Ferreras, V.; Arino Gil, E.; Gurt I Esparraguera, J. M.; Pidaev, S.								POTTERY PRODUCTION IN THE BUDDHIST COMMUNITIES IN CENTRAL ASIA: THE KUSHAN-SASSANIAN POTTERY WORKSHOP OF KARA TEPE (TERMEZ, UZBEKISTAN)								ARCHAEOMETRY				58	1			35	56		10.1111/arcm.12161			FEB 2016	2016										3							WOS:000372924900003		
J	Jackson, C. M.; Paynter, S.								A GREAT BIG MELTING POT: EXPLORING PATTERNS OF GLASS SUPPLY, CONSUMPTION AND RECYCLING IN ROMAN COPPERGATE, YORK								ARCHAEOMETRY				58	1			68	95		10.1111/arcm.12158			FEB 2016	2016										30							WOS:000372924900005		
J	Addis, A.; Angelini, I.; Nimis, P.; Artioli, G.								LATE BRONZE AGE COPPER SMELTING SLAGS FROM LUSERNA (TRENTINO, ITALY) : INTERPRETATION OF THE METALLURGICAL PROCESS								ARCHAEOMETRY				58	1			96	114		10.1111/arcm.12160			FEB 2016	2016										9							WOS:000372924900006		
J	Rampazzi, L.; Colombini, M. P.; Conti, C.; Corti, C.; Lluveras-Tenorio, A.; Sansonetti, A.; Zanaboni, M.								TECHNOLOGY OF MEDIEVAL MORTARS: AN INVESTIGATION INTO THE USE OF ORGANIC ADDITIVES								ARCHAEOMETRY				58	1			115	130		10.1111/arcm.12155			FEB 2016	2016										9							WOS:000372924900007		
J	Waterman, A. J.; Tykot, R. H.; Silva, A. M.								STABLE ISOTOPE ANALYSIS OF DIET-BASED SOCIAL DIFFERENTIATION AT LATE PREHISTORIC COLLECTIVE BURIALS IN SOUTH-WESTERN PORTUGAL								ARCHAEOMETRY				58	1			131	151		10.1111/arcm.12159			FEB 2016	2016										15							WOS:000372924900008		
J	Korte, M.; Stolze, S.								VARIATIONS IN MID-LATITUDE AURORAL ACTIVITY DURING THE HOLOCENE								ARCHAEOMETRY				58	1			159	176		10.1111/arcm.12152			FEB 2016	2016										6							WOS:000372924900010		
J	Baeye, M.; Quinn, R.; Deleu, S.; Fettweis, M.								Detection of shipwrecks in ocean colour satellite imagery								JOURNAL OF ARCHAEOLOGICAL SCIENCE				66				1	6		10.1016/j.jas.2015.11.006			FEB 2016	2016										6							WOS:000372683000001		
J	Gil, Adolfo F.; Ugan, Andrew; Otaola, Clara; Neme, Gustavo; Giardina, Miguel; Menendez, Lumila								Variation in camelid delta C-13 and delta N-15 values in relation to geography and climate: Holocene patterns and archaeological implications in central western Argentina								JOURNAL OF ARCHAEOLOGICAL SCIENCE				66				7	20		10.1016/j.jas.2015.12.002			FEB 2016	2016										7							WOS:000372683000002		
J	Lin, Minghao; Miracle, Preston; Barker, Graeme								Towards the identification of the exploitation of cattle labour from distal metapodials								JOURNAL OF ARCHAEOLOGICAL SCIENCE				66				44	56		10.1016/j.jas.2015.12.006			FEB 2016	2016										3							WOS:000372683000005		
